"","Country","Year","Sector","Gas","Unit","Emissions","EU","lag","percent_change","Population","avg_pop","avg_emissions"
"1","Germany","1850","Total excluding LULUCF","CO2","MtCO₂e",15.3,1,0,0,33717866,63622716.2662722,546.669230769231
"2","Germany","1851","Total excluding LULUCF","CO2","MtCO₂e",17,1,15.3,11.1,33970411,63622716.2662722,546.669230769231
"3","Germany","1852","Total excluding LULUCF","CO2","MtCO₂e",19.3,1,17,13.5,34214795,63622716.2662722,546.669230769231
"4","Germany","1853","Total excluding LULUCF","CO2","MtCO₂e",20.9,1,19.3,8.3,34450874,63622716.2662722,546.669230769231
"5","Germany","1854","Total excluding LULUCF","CO2","MtCO₂e",24.6,1,20.9,17.7,34688580,63622716.2662722,546.669230769231
"6","Germany","1855","Total excluding LULUCF","CO2","MtCO₂e",28.8,1,24.6,17.1,34927923,63622716.2662722,546.669230769231
"7","Germany","1856","Total excluding LULUCF","CO2","MtCO₂e",31.2,1,28.8,8.3,35168915,63622716.2662722,546.669230769231
"8","Germany","1857","Total excluding LULUCF","CO2","MtCO₂e",33.2,1,31.2,6.4,35411567,63622716.2662722,546.669230769231
"9","Germany","1858","Total excluding LULUCF","CO2","MtCO₂e",35.9,1,33.2,8.1,35655890,63622716.2662722,546.669230769231
"10","Germany","1859","Total excluding LULUCF","CO2","MtCO₂e",34.1,1,35.9,-5,35915420,63622716.2662722,546.669230769231
"11","Germany","1860","Total excluding LULUCF","CO2","MtCO₂e",36.7,1,34.1,7.6,36190385,63622716.2662722,546.669230769231
"12","Germany","1861","Total excluding LULUCF","CO2","MtCO₂e",41.7,1,36.7,13.6,36481013,63622716.2662722,546.669230769231
"13","Germany","1862","Total excluding LULUCF","CO2","MtCO₂e",45.9,1,41.7,10.1,36787538,63622716.2662722,546.669230769231
"14","Germany","1863","Total excluding LULUCF","CO2","MtCO₂e",49.8,1,45.9,8.5,37110194,63622716.2662722,546.669230769231
"15","Germany","1864","Total excluding LULUCF","CO2","MtCO₂e",57.1,1,49.8,14.7,37435677,63622716.2662722,546.669230769231
"16","Germany","1865","Total excluding LULUCF","CO2","MtCO₂e",64,1,57.1,12.1,37764012,63622716.2662722,546.669230769231
"17","Germany","1866","Total excluding LULUCF","CO2","MtCO₂e",63.4,1,64,-0.9,38095224,63622716.2662722,546.669230769231
"18","Germany","1867","Total excluding LULUCF","CO2","MtCO₂e",69.7,1,63.4,9.9,38429338,63622716.2662722,546.669230769231
"19","Germany","1868","Total excluding LULUCF","CO2","MtCO₂e",75,1,69.7,7.6,38766380,63622716.2662722,546.669230769231
"20","Germany","1869","Total excluding LULUCF","CO2","MtCO₂e",78.2,1,75,4.3,39121267,63622716.2662722,546.669230769231
"21","Germany","1870","Total excluding LULUCF","CO2","MtCO₂e",77.2,1,78.2,-1.3,39494319,63622716.2662722,546.669230769231
"22","Germany","1871","Total excluding LULUCF","CO2","MtCO₂e",86,1,77.2,11.4,39885860,63622716.2662722,546.669230769231
"23","Germany","1872","Total excluding LULUCF","CO2","MtCO₂e",92.8,1,86,7.9,40296219,63622716.2662722,546.669230769231
"24","Germany","1873","Total excluding LULUCF","CO2","MtCO₂e",99.1,1,92.8,6.8,40725727,63622716.2662722,546.669230769231
"25","Germany","1874","Total excluding LULUCF","CO2","MtCO₂e",72.2,1,99.1,-27.1,41159810,63622716.2662722,546.669230769231
"26","Germany","1875","Total excluding LULUCF","CO2","MtCO₂e",102,1,72.2,41.3,41598517,63622716.2662722,546.669230769231
"27","Germany","1876","Total excluding LULUCF","CO2","MtCO₂e",104,1,102,2,42041897,63622716.2662722,546.669230769231
"28","Germany","1877","Total excluding LULUCF","CO2","MtCO₂e",102,1,104,-1.9,42489999,63622716.2662722,546.669230769231
"29","Germany","1878","Total excluding LULUCF","CO2","MtCO₂e",105,1,102,2.9,42942875,63622716.2662722,546.669230769231
"30","Germany","1879","Total excluding LULUCF","CO2","MtCO₂e",112,1,105,6.7,43388996,63622716.2662722,546.669230769231
"31","Germany","1880","Total excluding LULUCF","CO2","MtCO₂e",125,1,112,11.6,43828181,63622716.2662722,546.669230769231
"32","Germany","1881","Total excluding LULUCF","CO2","MtCO₂e",135,1,125,8,44260243,63622716.2662722,546.669230769231
"33","Germany","1882","Total excluding LULUCF","CO2","MtCO₂e",145,1,135,7.4,44684993,63622716.2662722,546.669230769231
"34","Germany","1883","Total excluding LULUCF","CO2","MtCO₂e",154,1,145,6.2,45102238,63622716.2662722,546.669230769231
"35","Germany","1884","Total excluding LULUCF","CO2","MtCO₂e",159,1,154,3.2,45523375,63622716.2662722,546.669230769231
"36","Germany","1885","Total excluding LULUCF","CO2","MtCO₂e",162,1,159,1.9,45948441,63622716.2662722,546.669230769231
"37","Germany","1886","Total excluding LULUCF","CO2","MtCO₂e",164,1,162,1.2,46377473,63622716.2662722,546.669230769231
"38","Germany","1887","Total excluding LULUCF","CO2","MtCO₂e",172,1,164,4.9,46810508,63622716.2662722,546.669230769231
"39","Germany","1888","Total excluding LULUCF","CO2","MtCO₂e",188,1,172,9.3,47247582,63622716.2662722,546.669230769231
"40","Germany","1889","Total excluding LULUCF","CO2","MtCO₂e",200,1,188,6.4,47730525,63622716.2662722,546.669230769231
"41","Germany","1890","Total excluding LULUCF","CO2","MtCO₂e",209,1,200,4.5,48260349,63622716.2662722,546.669230769231
"42","Germany","1891","Total excluding LULUCF","CO2","MtCO₂e",222,1,209,6.2,48838083,63622716.2662722,546.669230769231
"43","Germany","1892","Total excluding LULUCF","CO2","MtCO₂e",216,1,222,-2.7,49464772,63622716.2662722,546.669230769231
"44","Germany","1893","Total excluding LULUCF","CO2","MtCO₂e",222,1,216,2.8,50141481,63622716.2662722,546.669230769231
"45","Germany","1894","Total excluding LULUCF","CO2","MtCO₂e",230,1,222,3.6,50827444,63622716.2662722,546.669230769231
"46","Germany","1895","Total excluding LULUCF","CO2","MtCO₂e",239,1,230,3.9,51522787,63622716.2662722,546.669230769231
"47","Germany","1896","Total excluding LULUCF","CO2","MtCO₂e",257,1,239,7.5,52227640,63622716.2662722,546.669230769231
"48","Germany","1897","Total excluding LULUCF","CO2","MtCO₂e",274,1,257,6.6,52942131,63622716.2662722,546.669230769231
"49","Germany","1898","Total excluding LULUCF","CO2","MtCO₂e",285,1,274,4,53666393,63622716.2662722,546.669230769231
"50","Germany","1899","Total excluding LULUCF","CO2","MtCO₂e",303,1,285,6.3,54413956,63622716.2662722,546.669230769231
"51","Germany","1900","Total excluding LULUCF","CO2","MtCO₂e",326,1,303,7.6,55185341,63622716.2662722,546.669230769231
"52","Germany","1901","Total excluding LULUCF","CO2","MtCO₂e",325,1,326,-0.3,55981081,63622716.2662722,546.669230769231
"53","Germany","1902","Total excluding LULUCF","CO2","MtCO₂e",319,1,325,-1.8,56801719,63622716.2662722,546.669230769231
"54","Germany","1903","Total excluding LULUCF","CO2","MtCO₂e",343,1,319,7.5,57647806,63622716.2662722,546.669230769231
"55","Germany","1904","Total excluding LULUCF","CO2","MtCO₂e",355,1,343,3.5,58506492,63622716.2662722,546.669230769231
"56","Germany","1905","Total excluding LULUCF","CO2","MtCO₂e",381,1,355,7.3,59377964,63622716.2662722,546.669230769231
"57","Germany","1906","Total excluding LULUCF","CO2","MtCO₂e",361,1,381,-5.2,60262412,63622716.2662722,546.669230769231
"58","Germany","1907","Total excluding LULUCF","CO2","MtCO₂e",440,1,361,21.9,61160030,63622716.2662722,546.669230769231
"59","Germany","1908","Total excluding LULUCF","CO2","MtCO₂e",444,1,440,0.9,62071014,63622716.2662722,546.669230769231
"60","Germany","1909","Total excluding LULUCF","CO2","MtCO₂e",443,1,444,-0.2,62767668,63622716.2662722,546.669230769231
"61","Germany","1910","Total excluding LULUCF","CO2","MtCO₂e",443,1,443,0,63247408,63622716.2662722,546.669230769231
"62","Germany","1911","Total excluding LULUCF","CO2","MtCO₂e",456,1,443,2.9,63507611,63622716.2662722,546.669230769231
"63","Germany","1912","Total excluding LULUCF","CO2","MtCO₂e",496,1,456,8.8,63545612,63622716.2662722,546.669230769231
"64","Germany","1913","Total excluding LULUCF","CO2","MtCO₂e",531,1,496,7.1,63358703,63622716.2662722,546.669230769231
"65","Germany","1914","Total excluding LULUCF","CO2","MtCO₂e",495,1,531,-6.8,63172340,63622716.2662722,546.669230769231
"66","Germany","1915","Total excluding LULUCF","CO2","MtCO₂e",461,1,495,-6.9,62986521,63622716.2662722,546.669230769231
"67","Germany","1916","Total excluding LULUCF","CO2","MtCO₂e",498,1,461,8,62801243,63622716.2662722,546.669230769231
"68","Germany","1917","Total excluding LULUCF","CO2","MtCO₂e",521,1,498,4.6,62616506,63622716.2662722,546.669230769231
"69","Germany","1918","Total excluding LULUCF","CO2","MtCO₂e",501,1,521,-3.8,62415473,63622716.2662722,546.669230769231
"70","Germany","1919","Total excluding LULUCF","CO2","MtCO₂e",387,1,501,-22.8,62337715,63622716.2662722,546.669230769231
"71","Germany","1920","Total excluding LULUCF","CO2","MtCO₂e",428,1,387,10.6,62383655,63622716.2662722,546.669230769231
"72","Germany","1921","Total excluding LULUCF","CO2","MtCO₂e",471,1,428,10,62553720,63622716.2662722,546.669230769231
"73","Germany","1922","Total excluding LULUCF","CO2","MtCO₂e",454,1,471,-3.6,62848341,63622716.2662722,546.669230769231
"74","Germany","1923","Total excluding LULUCF","CO2","MtCO₂e",333,1,454,-26.7,63267954,63622716.2662722,546.669230769231
"75","Germany","1924","Total excluding LULUCF","CO2","MtCO₂e",451,1,333,35.4,63690369,63622716.2662722,546.669230769231
"76","Germany","1925","Total excluding LULUCF","CO2","MtCO₂e",458,1,451,1.6,64115604,63622716.2662722,546.669230769231
"77","Germany","1926","Total excluding LULUCF","CO2","MtCO₂e",414,1,458,-9.6,64543678,63622716.2662722,546.669230769231
"78","Germany","1927","Total excluding LULUCF","CO2","MtCO₂e",486,1,414,17.4,64974611,63622716.2662722,546.669230769231
"79","Germany","1928","Total excluding LULUCF","CO2","MtCO₂e",507,1,486,4.3,65408420,63622716.2662722,546.669230769231
"80","Germany","1929","Total excluding LULUCF","CO2","MtCO₂e",541,1,507,6.7,65850348,63622716.2662722,546.669230769231
"81","Germany","1930","Total excluding LULUCF","CO2","MtCO₂e",465,1,541,-14,66300486,63622716.2662722,546.669230769231
"82","Germany","1931","Total excluding LULUCF","CO2","MtCO₂e",390,1,465,-16.1,66758925,63622716.2662722,546.669230769231
"83","Germany","1932","Total excluding LULUCF","CO2","MtCO₂e",353,1,390,-9.5,67225759,63622716.2662722,546.669230769231
"84","Germany","1933","Total excluding LULUCF","CO2","MtCO₂e",371,1,353,5.1,67701081,63622716.2662722,546.669230769231
"85","Germany","1934","Total excluding LULUCF","CO2","MtCO₂e",414,1,371,11.6,68179764,63622716.2662722,546.669230769231
"86","Germany","1935","Total excluding LULUCF","CO2","MtCO₂e",458,1,414,10.6,68661832,63622716.2662722,546.669230769231
"87","Germany","1936","Total excluding LULUCF","CO2","MtCO₂e",505,1,458,10.3,69147308,63622716.2662722,546.669230769231
"88","Germany","1937","Total excluding LULUCF","CO2","MtCO₂e",569,1,505,12.7,69636216,63622716.2662722,546.669230769231
"89","Germany","1938","Total excluding LULUCF","CO2","MtCO₂e",607,1,569,6.7,70128582,63622716.2662722,546.669230769231
"90","Germany","1939","Total excluding LULUCF","CO2","MtCO₂e",653,1,607,7.6,70493827,63622716.2662722,546.669230769231
"91","Germany","1940","Total excluding LULUCF","CO2","MtCO₂e",659,1,653,0.9,70731329,63622716.2662722,546.669230769231
"92","Germany","1941","Total excluding LULUCF","CO2","MtCO₂e",666,1,659,1.1,70840459,63622716.2662722,546.669230769231
"93","Germany","1942","Total excluding LULUCF","CO2","MtCO₂e",672,1,666,0.9,70820585,63622716.2662722,546.669230769231
"94","Germany","1943","Total excluding LULUCF","CO2","MtCO₂e",684,1,672,1.8,70671068,63622716.2662722,546.669230769231
"95","Germany","1944","Total excluding LULUCF","CO2","MtCO₂e",609,1,684,-11,70521868,63622716.2662722,546.669230769231
"96","Germany","1945","Total excluding LULUCF","CO2","MtCO₂e",132,1,609,-78.3,70372982,63622716.2662722,546.669230769231
"97","Germany","1946","Total excluding LULUCF","CO2","MtCO₂e",283,1,132,114.4,70224410,63622716.2662722,546.669230769231
"98","Germany","1947","Total excluding LULUCF","CO2","MtCO₂e",328,1,283,15.9,70076152,63622716.2662722,546.669230769231
"99","Germany","1948","Total excluding LULUCF","CO2","MtCO₂e",388,1,328,18.3,69928207,63622716.2662722,546.669230769231
"100","Germany","1949","Total excluding LULUCF","CO2","MtCO₂e",443,1,388,14.2,69891436,63622716.2662722,546.669230769231
"101","Germany","1950","Total excluding LULUCF","CO2","MtCO₂e",521,1,443,17.6,69966252,63622716.2662722,546.669230769231
"102","Germany","1951","Total excluding LULUCF","CO2","MtCO₂e",587,1,521,12.7,70300011,63622716.2662722,546.669230769231
"103","Germany","1952","Total excluding LULUCF","CO2","MtCO₂e",622,1,587,6,70620275,63622716.2662722,546.669230769231
"104","Germany","1953","Total excluding LULUCF","CO2","MtCO₂e",636,1,622,2.3,70929839,63622716.2662722,546.669230769231
"105","Germany","1954","Total excluding LULUCF","CO2","MtCO₂e",674,1,636,6,71233393,63622716.2662722,546.669230769231
"106","Germany","1955","Total excluding LULUCF","CO2","MtCO₂e",739,1,674,9.6,71537454,63622716.2662722,546.669230769231
"107","Germany","1956","Total excluding LULUCF","CO2","MtCO₂e",783,1,739,6,71850645,63622716.2662722,546.669230769231
"108","Germany","1957","Total excluding LULUCF","CO2","MtCO₂e",796,1,783,1.7,72183453,63622716.2662722,546.669230769231
"109","Germany","1958","Total excluding LULUCF","CO2","MtCO₂e",778,1,796,-2.3,72547581,63622716.2662722,546.669230769231
"110","Germany","1959","Total excluding LULUCF","CO2","MtCO₂e",780,1,778,0.3,72954885,63622716.2662722,546.669230769231
"111","Germany","1960","Total excluding LULUCF","CO2","MtCO₂e",840,1,780,7.7,73414229,63622716.2662722,546.669230769231
"112","Germany","1961","Total excluding LULUCF","CO2","MtCO₂e",863,1,840,2.7,73928077,63622716.2662722,546.669230769231
"113","Germany","1962","Total excluding LULUCF","CO2","MtCO₂e",913,1,863,5.8,74489450,63622716.2662722,546.669230769231
"114","Germany","1963","Total excluding LULUCF","CO2","MtCO₂e",977,1,913,7,75080749,63622716.2662722,546.669230769231
"115","Germany","1964","Total excluding LULUCF","CO2","MtCO₂e",1000,1,977,2.4,75677305,63622716.2662722,546.669230769231
"116","Germany","1965","Total excluding LULUCF","CO2","MtCO₂e",998,1,1000,-0.2,76258034,63622716.2662722,546.669230769231
"117","Germany","1966","Total excluding LULUCF","CO2","MtCO₂e",993,1,998,-0.5,76819570,63622716.2662722,546.669230769231
"118","Germany","1967","Total excluding LULUCF","CO2","MtCO₂e",981,1,993,-1.2,77357251,63622716.2662722,546.669230769231
"119","Germany","1968","Total excluding LULUCF","CO2","MtCO₂e",1030,1,981,5,77847179,63622716.2662722,546.669230769231
"120","Germany","1969","Total excluding LULUCF","CO2","MtCO₂e",1100,1,1030,6.8,78260756,63622716.2662722,546.669230769231
"121","Germany","1970","Total excluding LULUCF","CO2","MtCO₂e",1070,1,1100,-2.7,78578381,63622716.2662722,546.669230769231
"122","Germany","1971","Total excluding LULUCF","CO2","MtCO₂e",1080,1,1070,0.9,78789931,63622716.2662722,546.669230769231
"123","Germany","1972","Total excluding LULUCF","CO2","MtCO₂e",1090,1,1080,0.9,78901826,63622716.2662722,546.669230769231
"124","Germany","1973","Total excluding LULUCF","CO2","MtCO₂e",1130,1,1090,3.7,78932455,63622716.2662722,546.669230769231
"125","Germany","1974","Total excluding LULUCF","CO2","MtCO₂e",1110,1,1130,-1.8,78909808,63622716.2662722,546.669230769231
"126","Germany","1975","Total excluding LULUCF","CO2","MtCO₂e",1040,1,1110,-6.3,78856031,63622716.2662722,546.669230769231
"127","Germany","1976","Total excluding LULUCF","CO2","MtCO₂e",1130,1,1040,8.7,78781740,63622716.2662722,546.669230769231
"128","Germany","1977","Total excluding LULUCF","CO2","MtCO₂e",1090,1,1130,-3.5,78687323,63622716.2662722,546.669230769231
"129","Germany","1978","Total excluding LULUCF","CO2","MtCO₂e",1120,1,1090,2.8,78573588,63622716.2662722,546.669230769231
"130","Germany","1979","Total excluding LULUCF","CO2","MtCO₂e",1160,1,1120,3.6,78438171,63622716.2662722,546.669230769231
"131","Germany","1980","Total excluding LULUCF","CO2","MtCO₂e",1130,1,1160,-2.6,78283101,63622716.2662722,546.669230769231
"132","Germany","1981","Total excluding LULUCF","CO2","MtCO₂e",1080,1,1130,-4.4,78107860,63622716.2662722,546.669230769231
"133","Germany","1982","Total excluding LULUCF","CO2","MtCO₂e",1040,1,1080,-3.7,77926016,63622716.2662722,546.669230769231
"134","Germany","1983","Total excluding LULUCF","CO2","MtCO₂e",1040,1,1040,0,77770210,63622716.2662722,546.669230769231
"135","Germany","1984","Total excluding LULUCF","CO2","MtCO₂e",1060,1,1040,1.9,77682293,63622716.2662722,546.669230769231
"136","Germany","1985","Total excluding LULUCF","CO2","MtCO₂e",1070,1,1060,0.9,77691591,63622716.2662722,546.669230769231
"137","Germany","1986","Total excluding LULUCF","CO2","MtCO₂e",1070,1,1070,0,77806136,63622716.2662722,546.669230769231
"138","Germany","1987","Total excluding LULUCF","CO2","MtCO₂e",1060,1,1070,-0.9,78015742,63622716.2662722,546.669230769231
"139","Germany","1988","Total excluding LULUCF","CO2","MtCO₂e",1060,1,1060,0,78307525,63622716.2662722,546.669230769231
"140","Germany","1989","Total excluding LULUCF","CO2","MtCO₂e",1040,1,1060,-1.9,78660301,63622716.2662722,546.669230769231
"141","Germany","1990","Total excluding LULUCF","CO2","MtCO₂e",1050,1,1040,1,79053984,63622716.2662722,546.669230769231
"142","Germany","1991","Total excluding LULUCF","CO2","MtCO₂e",1010,1,1050,-3.8,79490831,63622716.2662722,546.669230769231
"143","Germany","1992","Total excluding LULUCF","CO2","MtCO₂e",966,1,1010,-4.4,79963166,63622716.2662722,546.669230769231
"144","Germany","1993","Total excluding LULUCF","CO2","MtCO₂e",956,1,966,-1,80428557,63622716.2662722,546.669230769231
"145","Germany","1994","Total excluding LULUCF","CO2","MtCO₂e",940,1,956,-1.7,80832928,63622716.2662722,546.669230769231
"146","Germany","1995","Total excluding LULUCF","CO2","MtCO₂e",939,1,940,-0.1,81138653,63622716.2662722,546.669230769231
"147","Germany","1996","Total excluding LULUCF","CO2","MtCO₂e",959,1,939,2.1,81323666,63622716.2662722,546.669230769231
"148","Germany","1997","Total excluding LULUCF","CO2","MtCO₂e",931,1,959,-2.9,81399250,63622716.2662722,546.669230769231
"149","Germany","1998","Total excluding LULUCF","CO2","MtCO₂e",923,1,931,-0.9,81402671,63622716.2662722,546.669230769231
"150","Germany","1999","Total excluding LULUCF","CO2","MtCO₂e",896,1,923,-2.9,81389935,63622716.2662722,546.669230769231
"151","Germany","2000","Total excluding LULUCF","CO2","MtCO₂e",900,1,896,0.4,81400883,63622716.2662722,546.669230769231
"152","Germany","2001","Total excluding LULUCF","CO2","MtCO₂e",916,1,900,1.8,81453894,63622716.2662722,546.669230769231
"153","Germany","2002","Total excluding LULUCF","CO2","MtCO₂e",900,1,916,-1.7,81535124,63622716.2662722,546.669230769231
"154","Germany","2003","Total excluding LULUCF","CO2","MtCO₂e",901,1,900,0.1,81614371,63622716.2662722,546.669230769231
"155","Germany","2004","Total excluding LULUCF","CO2","MtCO₂e",887,1,901,-1.6,81646474,63622716.2662722,546.669230769231
"156","Germany","2005","Total excluding LULUCF","CO2","MtCO₂e",866,1,887,-2.4,81602739,63622716.2662722,546.669230769231
"157","Germany","2006","Total excluding LULUCF","CO2","MtCO₂e",878,1,866,1.4,81472235,63622716.2662722,546.669230769231
"158","Germany","2007","Total excluding LULUCF","CO2","MtCO₂e",851,1,878,-3.1,81277836,63622716.2662722,546.669230769231
"159","Germany","2008","Total excluding LULUCF","CO2","MtCO₂e",855,1,851,0.5,81065751,63622716.2662722,546.669230769231
"160","Germany","2009","Total excluding LULUCF","CO2","MtCO₂e",790,1,855,-7.6,80899961,63622716.2662722,546.669230769231
"161","Germany","2010","Total excluding LULUCF","CO2","MtCO₂e",833,1,790,5.4,80827001,63622716.2662722,546.669230769231
"162","Germany","2011","Total excluding LULUCF","CO2","MtCO₂e",809,1,833,-2.9,80855629,63622716.2662722,546.669230769231
"163","Germany","2012","Total excluding LULUCF","CO2","MtCO₂e",814,1,809,0.6,80972629,63622716.2662722,546.669230769231
"164","Germany","2013","Total excluding LULUCF","CO2","MtCO₂e",831,1,814,2.1,81174373,63622716.2662722,546.669230769231
"165","Germany","2014","Total excluding LULUCF","CO2","MtCO₂e",793,1,831,-4.6,81450370,63622716.2662722,546.669230769231
"166","Germany","2015","Total excluding LULUCF","CO2","MtCO₂e",796,1,793,0.4,81787411,63622716.2662722,546.669230769231
"167","Germany","2016","Total excluding LULUCF","CO2","MtCO₂e",801,1,796,0.6,82193770,63622716.2662722,546.669230769231
"168","Germany","2017","Total excluding LULUCF","CO2","MtCO₂e",787,1,801,-1.7,82658409,63622716.2662722,546.669230769231
"169","Germany","2018","Total excluding LULUCF","CO2","MtCO₂e",755,1,787,-4.1,83124413,63622716.2662722,546.669230769231
"170","United Kingdom","1850","Total excluding LULUCF","CO2","MtCO₂e",124,1,0,0,27254502,46993537.9526627,448.538461538462
"171","United Kingdom","1851","Total excluding LULUCF","CO2","MtCO₂e",118,1,124,-4.8,27376152,46993537.9526627,448.538461538462
"172","United Kingdom","1852","Total excluding LULUCF","CO2","MtCO₂e",118,1,118,0,27522897,46993537.9526627,448.538461538462
"173","United Kingdom","1853","Total excluding LULUCF","CO2","MtCO₂e",117,1,118,-0.8,27694940,46993537.9526627,448.538461538462
"174","United Kingdom","1854","Total excluding LULUCF","CO2","MtCO₂e",141,1,117,20.5,27868058,46993537.9526627,448.538461538462
"175","United Kingdom","1855","Total excluding LULUCF","CO2","MtCO₂e",132,1,141,-6.4,28042257,46993537.9526627,448.538461538462
"176","United Kingdom","1856","Total excluding LULUCF","CO2","MtCO₂e",142,1,132,7.6,28217545,46993537.9526627,448.538461538462
"177","United Kingdom","1857","Total excluding LULUCF","CO2","MtCO₂e",139,1,142,-2.1,28393928,46993537.9526627,448.538461538462
"178","United Kingdom","1858","Total excluding LULUCF","CO2","MtCO₂e",137,1,139,-1.4,28571413,46993537.9526627,448.538461538462
"179","United Kingdom","1859","Total excluding LULUCF","CO2","MtCO₂e",152,1,137,10.9,28763102,46993537.9526627,448.538461538462
"180","United Kingdom","1860","Total excluding LULUCF","CO2","MtCO₂e",170,1,152,11.8,28969196,46993537.9526627,448.538461538462
"181","United Kingdom","1861","Total excluding LULUCF","CO2","MtCO₂e",177,1,170,4.1,29189901,46993537.9526627,448.538461538462
"182","United Kingdom","1862","Total excluding LULUCF","CO2","MtCO₂e",171,1,177,-3.4,29425423,46993537.9526627,448.538461538462
"183","United Kingdom","1863","Total excluding LULUCF","CO2","MtCO₂e",182,1,171,6.4,29675970,46993537.9526627,448.538461538462
"184","United Kingdom","1864","Total excluding LULUCF","CO2","MtCO₂e",196,1,182,7.7,29928650,46993537.9526627,448.538461538462
"185","United Kingdom","1865","Total excluding LULUCF","CO2","MtCO₂e",208,1,196,6.1,30183481,46993537.9526627,448.538461538462
"186","United Kingdom","1866","Total excluding LULUCF","CO2","MtCO₂e",214,1,208,2.9,30440481,46993537.9526627,448.538461538462
"187","United Kingdom","1867","Total excluding LULUCF","CO2","MtCO₂e",220,1,214,2.8,30699668,46993537.9526627,448.538461538462
"188","United Kingdom","1868","Total excluding LULUCF","CO2","MtCO₂e",216,1,220,-1.8,30961062,46993537.9526627,448.538461538462
"189","United Kingdom","1869","Total excluding LULUCF","CO2","MtCO₂e",226,1,216,4.6,31233786,46993537.9526627,448.538461538462
"190","United Kingdom","1870","Total excluding LULUCF","CO2","MtCO₂e",231,1,226,2.2,31518027,46993537.9526627,448.538461538462
"191","United Kingdom","1871","Total excluding LULUCF","CO2","MtCO₂e",245,1,231,6.1,31813978,46993537.9526627,448.538461538462
"192","United Kingdom","1872","Total excluding LULUCF","CO2","MtCO₂e",258,1,245,5.3,32121831,46993537.9526627,448.538461538462
"193","United Kingdom","1873","Total excluding LULUCF","CO2","MtCO₂e",268,1,258,3.9,32441782,46993537.9526627,448.538461538462
"194","United Kingdom","1874","Total excluding LULUCF","CO2","MtCO₂e",260,1,268,-3,32764920,46993537.9526627,448.538461538462
"195","United Kingdom","1875","Total excluding LULUCF","CO2","MtCO₂e",275,1,260,5.8,33091275,46993537.9526627,448.538461538462
"196","United Kingdom","1876","Total excluding LULUCF","CO2","MtCO₂e",274,1,275,-0.4,33420881,46993537.9526627,448.538461538462
"197","United Kingdom","1877","Total excluding LULUCF","CO2","MtCO₂e",279,1,274,1.8,33753769,46993537.9526627,448.538461538462
"198","United Kingdom","1878","Total excluding LULUCF","CO2","MtCO₂e",274,1,279,-1.8,34089972,46993537.9526627,448.538461538462
"199","United Kingdom","1879","Total excluding LULUCF","CO2","MtCO₂e",276,1,274,0.7,34416695,46993537.9526627,448.538461538462
"200","United Kingdom","1880","Total excluding LULUCF","CO2","MtCO₂e",300,1,276,8.7,34733737,46993537.9526627,448.538461538462
"201","United Kingdom","1881","Total excluding LULUCF","CO2","MtCO₂e",316,1,300,5.3,35040896,46993537.9526627,448.538461538462
"202","United Kingdom","1882","Total excluding LULUCF","CO2","MtCO₂e",318,1,316,0.6,35337964,46993537.9526627,448.538461538462
"203","United Kingdom","1883","Total excluding LULUCF","CO2","MtCO₂e",331,1,318,4.1,35624734,46993537.9526627,448.538461538462
"204","United Kingdom","1884","Total excluding LULUCF","CO2","MtCO₂e",323,1,331,-2.4,35913831,46993537.9526627,448.538461538462
"205","United Kingdom","1885","Total excluding LULUCF","CO2","MtCO₂e",319,1,323,-1.2,36205273,46993537.9526627,448.538461538462
"206","United Kingdom","1886","Total excluding LULUCF","CO2","MtCO₂e",316,1,319,-0.9,36499079,46993537.9526627,448.538461538462
"207","United Kingdom","1887","Total excluding LULUCF","CO2","MtCO₂e",324,1,316,2.5,36795268,46993537.9526627,448.538461538462
"208","United Kingdom","1888","Total excluding LULUCF","CO2","MtCO₂e",337,1,324,4,37093861,46993537.9526627,448.538461538462
"209","United Kingdom","1889","Total excluding LULUCF","CO2","MtCO₂e",349,1,337,3.6,37405507,46993537.9526627,448.538461538462
"210","United Kingdom","1890","Total excluding LULUCF","CO2","MtCO₂e",357,1,349,2.3,37730415,46993537.9526627,448.538461538462
"211","United Kingdom","1891","Total excluding LULUCF","CO2","MtCO₂e",364,1,357,2,38068797,46993537.9526627,448.538461538462
"212","United Kingdom","1892","Total excluding LULUCF","CO2","MtCO₂e",357,1,364,-1.9,38420866,46993537.9526627,448.538461538462
"213","United Kingdom","1893","Total excluding LULUCF","CO2","MtCO₂e",320,1,357,-10.4,38786840,46993537.9526627,448.538461538462
"214","United Kingdom","1894","Total excluding LULUCF","CO2","MtCO₂e",366,1,320,14.4,39156299,46993537.9526627,448.538461538462
"215","United Kingdom","1895","Total excluding LULUCF","CO2","MtCO₂e",370,1,366,1.1,39529277,46993537.9526627,448.538461538462
"216","United Kingdom","1896","Total excluding LULUCF","CO2","MtCO₂e",380,1,370,2.7,39905807,46993537.9526627,448.538461538462
"217","United Kingdom","1897","Total excluding LULUCF","CO2","MtCO₂e",390,1,380,2.6,40285922,46993537.9526627,448.538461538462
"218","United Kingdom","1898","Total excluding LULUCF","CO2","MtCO₂e",391,1,390,0.3,40669657,46993537.9526627,448.538461538462
"219","United Kingdom","1899","Total excluding LULUCF","CO2","MtCO₂e",419,1,391,7.2,41052066,46993537.9526627,448.538461538462
"220","United Kingdom","1900","Total excluding LULUCF","CO2","MtCO₂e",424,1,419,1.2,41433090,46993537.9526627,448.538461538462
