"","Country","Year","Sector","Gas","Unit","Emissions","EU","lag","percent_change","Population","avg_pop","avg_emissions"
"2409","Greece","1892","Total excluding LULUCF","CO2","MtCO₂e",0.56,1,0.5,12,4603435,6942991.01183432,24.717100591716
"2410","Greece","1893","Total excluding LULUCF","CO2","MtCO₂e",0.51,1,0.56,-8.9,4651202,6942991.01183432,24.717100591716
"2411","Greece","1894","Total excluding LULUCF","CO2","MtCO₂e",0.52,1,0.51,2,4699466,6942991.01183432,24.717100591716
"2412","Greece","1895","Total excluding LULUCF","CO2","MtCO₂e",0.5,1,0.52,-3.8,4748229,6942991.01183432,24.717100591716
"2413","Greece","1896","Total excluding LULUCF","CO2","MtCO₂e",0.57,1,0.5,14,4797499,6942991.01183432,24.717100591716
"2414","Greece","1897","Total excluding LULUCF","CO2","MtCO₂e",0.55,1,0.57,-3.5,4847280,6942991.01183432,24.717100591716
"2415","Greece","1898","Total excluding LULUCF","CO2","MtCO₂e",0.66,1,0.55,20,4897577,6942991.01183432,24.717100591716
"2416","Greece","1899","Total excluding LULUCF","CO2","MtCO₂e",0.42,1,0.66,-36.4,4945162,6942991.01183432,24.717100591716
"2417","Greece","1900","Total excluding LULUCF","CO2","MtCO₂e",0.62,1,0.42,47.6,4989983,6942991.01183432,24.717100591716
"2418","Greece","1901","Total excluding LULUCF","CO2","MtCO₂e",0.62,1,0.62,0,5031988,6942991.01183432,24.717100591716
"2419","Greece","1902","Total excluding LULUCF","CO2","MtCO₂e",0.53,1,0.62,-14.5,5071122,6942991.01183432,24.717100591716
"2420","Greece","1903","Total excluding LULUCF","CO2","MtCO₂e",0.6,1,0.53,13.2,5107334,6942991.01183432,24.717100591716
"2421","Greece","1904","Total excluding LULUCF","CO2","MtCO₂e",0.55,1,0.6,-8.3,5143803,6942991.01183432,24.717100591716
"2422","Greece","1905","Total excluding LULUCF","CO2","MtCO₂e",0.47,1,0.55,-14.5,5180533,6942991.01183432,24.717100591716
"2423","Greece","1906","Total excluding LULUCF","CO2","MtCO₂e",0.45,1,0.47,-4.3,5217526,6942991.01183432,24.717100591716
"2424","Greece","1907","Total excluding LULUCF","CO2","MtCO₂e",0.64,1,0.45,42.2,5254782,6942991.01183432,24.717100591716
"2425","Greece","1908","Total excluding LULUCF","CO2","MtCO₂e",0.96,1,0.64,50,5292304,6942991.01183432,24.717100591716
"2426","Greece","1909","Total excluding LULUCF","CO2","MtCO₂e",0.78,1,0.96,-18.7,5330021,6942991.01183432,24.717100591716
"2427","Greece","1910","Total excluding LULUCF","CO2","MtCO₂e",0.95,1,0.78,21.8,5367935,6942991.01183432,24.717100591716
"2428","Greece","1911","Total excluding LULUCF","CO2","MtCO₂e",1.16,1,0.95,22.1,5406045,6942991.01183432,24.717100591716
"2429","Greece","1912","Total excluding LULUCF","CO2","MtCO₂e",1.44,1,1.16,24.1,5444353,6942991.01183432,24.717100591716
"2430","Greece","1913","Total excluding LULUCF","CO2","MtCO₂e",1.63,1,1.44,13.2,5482860,6942991.01183432,24.717100591716
"2431","Greece","1914","Total excluding LULUCF","CO2","MtCO₂e",0.19,1,1.63,-88.3,5521640,6942991.01183432,24.717100591716
"2432","Greece","1915","Total excluding LULUCF","CO2","MtCO₂e",0.21,1,0.19,10.5,5560693,6942991.01183432,24.717100591716
"2433","Greece","1916","Total excluding LULUCF","CO2","MtCO₂e",0.26,1,0.21,23.8,5600023,6942991.01183432,24.717100591716
"2434","Greece","1917","Total excluding LULUCF","CO2","MtCO₂e",0.29,1,0.26,11.5,5639630,6942991.01183432,24.717100591716
"2435","Greece","1918","Total excluding LULUCF","CO2","MtCO₂e",0.33,1,0.29,13.8,5678674,6942991.01183432,24.717100591716
"2436","Greece","1919","Total excluding LULUCF","CO2","MtCO₂e",0.31,1,0.33,-6.1,5722537,6942991.01183432,24.717100591716
"2437","Greece","1920","Total excluding LULUCF","CO2","MtCO₂e",0.93,1,0.31,200,5771301,6942991.01183432,24.717100591716
"2438","Greece","1921","Total excluding LULUCF","CO2","MtCO₂e",1.01,1,0.93,8.6,5825051,6942991.01183432,24.717100591716
"2439","Greece","1922","Total excluding LULUCF","CO2","MtCO₂e",0.95,1,1.01,-5.9,5883871,6942991.01183432,24.717100591716
"2440","Greece","1923","Total excluding LULUCF","CO2","MtCO₂e",1.22,1,0.95,28.4,5947848,6942991.01183432,24.717100591716
"2441","Greece","1924","Total excluding LULUCF","CO2","MtCO₂e",1.64,1,1.22,34.4,6012521,6942991.01183432,24.717100591716
"2442","Greece","1925","Total excluding LULUCF","CO2","MtCO₂e",2.39,1,1.64,45.7,6077897,6942991.01183432,24.717100591716
"2443","Greece","1926","Total excluding LULUCF","CO2","MtCO₂e",2.24,1,2.39,-6.3,6143984,6942991.01183432,24.717100591716
"2444","Greece","1927","Total excluding LULUCF","CO2","MtCO₂e",2.79,1,2.24,24.6,6210789,6942991.01183432,24.717100591716
"2445","Greece","1928","Total excluding LULUCF","CO2","MtCO₂e",2.87,1,2.79,2.9,6278321,6942991.01183432,24.717100591716
"2446","Greece","1929","Total excluding LULUCF","CO2","MtCO₂e",3.24,1,2.87,12.9,6350272,6942991.01183432,24.717100591716
"2447","Greece","1930","Total excluding LULUCF","CO2","MtCO₂e",3.42,1,3.24,5.6,6426741,6942991.01183432,24.717100591716
"2448","Greece","1931","Total excluding LULUCF","CO2","MtCO₂e",3.3,1,3.42,-3.5,6507828,6942991.01183432,24.717100591716
"2449","Greece","1932","Total excluding LULUCF","CO2","MtCO₂e",3.26,1,3.3,-1.2,6593636,6942991.01183432,24.717100591716
"2450","Greece","1933","Total excluding LULUCF","CO2","MtCO₂e",2.86,1,3.26,-12.3,6684268,6942991.01183432,24.717100591716
"2451","Greece","1934","Total excluding LULUCF","CO2","MtCO₂e",3.45,1,2.86,20.6,6776147,6942991.01183432,24.717100591716
"2452","Greece","1935","Total excluding LULUCF","CO2","MtCO₂e",3.55,1,3.45,2.9,6869288,6942991.01183432,24.717100591716
"2453","Greece","1936","Total excluding LULUCF","CO2","MtCO₂e",4.06,1,3.55,14.4,6963710,6942991.01183432,24.717100591716
"2454","Greece","1937","Total excluding LULUCF","CO2","MtCO₂e",4.31,1,4.06,6.2,7059429,6942991.01183432,24.717100591716
"2455","Greece","1938","Total excluding LULUCF","CO2","MtCO₂e",3.53,1,4.31,-18.1,7156464,6942991.01183432,24.717100591716
"2456","Greece","1939","Total excluding LULUCF","CO2","MtCO₂e",0.74,1,3.53,-79,7240297,6942991.01183432,24.717100591716
"2457","Greece","1940","Total excluding LULUCF","CO2","MtCO₂e",0.73,1,0.74,-1.4,7310690,6942991.01183432,24.717100591716
"2458","Greece","1941","Total excluding LULUCF","CO2","MtCO₂e",0.63,1,0.73,-13.7,7367402,6942991.01183432,24.717100591716
"2459","Greece","1942","Total excluding LULUCF","CO2","MtCO₂e",0.73,1,0.63,15.9,7410187,6942991.01183432,24.717100591716
"2460","Greece","1943","Total excluding LULUCF","CO2","MtCO₂e",0.75,1,0.73,2.7,7438799,6942991.01183432,24.717100591716
"2461","Greece","1944","Total excluding LULUCF","CO2","MtCO₂e",0.65,1,0.75,-13.3,7467522,6942991.01183432,24.717100591716
"2462","Greece","1945","Total excluding LULUCF","CO2","MtCO₂e",0.59,1,0.65,-9.2,7496355,6942991.01183432,24.717100591716
"2463","Greece","1946","Total excluding LULUCF","CO2","MtCO₂e",0.66,1,0.59,11.9,7525300,6942991.01183432,24.717100591716
"2464","Greece","1947","Total excluding LULUCF","CO2","MtCO₂e",0.73,1,0.66,10.6,7554357,6942991.01183432,24.717100591716
"2465","Greece","1948","Total excluding LULUCF","CO2","MtCO₂e",2.03,1,0.73,178.1,7583525,6942991.01183432,24.717100591716
"2466","Greece","1949","Total excluding LULUCF","CO2","MtCO₂e",2.35,1,2.03,15.8,7621631,6942991.01183432,24.717100591716
"2467","Greece","1950","Total excluding LULUCF","CO2","MtCO₂e",5.06,1,2.35,115.3,7668792,6942991.01183432,24.717100591716
"2468","Greece","1951","Total excluding LULUCF","CO2","MtCO₂e",5.58,1,5.06,10.3,7742937,6942991.01183432,24.717100591716
"2469","Greece","1952","Total excluding LULUCF","CO2","MtCO₂e",5.87,1,5.58,5.2,7814168,6942991.01183432,24.717100591716
"2470","Greece","1953","Total excluding LULUCF","CO2","MtCO₂e",6.02,1,5.87,2.6,7882596,6942991.01183432,24.717100591716
"2471","Greece","1954","Total excluding LULUCF","CO2","MtCO₂e",6.3,1,6.02,4.7,7948283,6942991.01183432,24.717100591716
"2472","Greece","1955","Total excluding LULUCF","CO2","MtCO₂e",7.33,1,6.3,16.3,8011132,6942991.01183432,24.717100591716
"2473","Greece","1956","Total excluding LULUCF","CO2","MtCO₂e",7.76,1,7.33,5.9,8070958,6942991.01183432,24.717100591716
"2474","Greece","1957","Total excluding LULUCF","CO2","MtCO₂e",8.42,1,7.76,8.5,8127479,6942991.01183432,24.717100591716
"2475","Greece","1958","Total excluding LULUCF","CO2","MtCO₂e",9.19,1,8.42,9.1,8180310,6942991.01183432,24.717100591716
"2476","Greece","1959","Total excluding LULUCF","CO2","MtCO₂e",10,1,9.19,8.8,8229112,6942991.01183432,24.717100591716
"2477","Greece","1960","Total excluding LULUCF","CO2","MtCO₂e",11.4,1,10,14,8273628,6942991.01183432,24.717100591716
"2478","Greece","1961","Total excluding LULUCF","CO2","MtCO₂e",12,1,11.4,5.3,8314009,6942991.01183432,24.717100591716
"2479","Greece","1962","Total excluding LULUCF","CO2","MtCO₂e",12.5,1,12,4.2,8350876,6942991.01183432,24.717100591716
"2480","Greece","1963","Total excluding LULUCF","CO2","MtCO₂e",14.8,1,12.5,18.4,8385442,6942991.01183432,24.717100591716
"2481","Greece","1964","Total excluding LULUCF","CO2","MtCO₂e",16,1,14.8,8.1,8419301,6942991.01183432,24.717100591716
"2482","Greece","1965","Total excluding LULUCF","CO2","MtCO₂e",20.2,1,16,26.2,8453819,6942991.01183432,24.717100591716
"2483","Greece","1966","Total excluding LULUCF","CO2","MtCO₂e",22.1,1,20.2,9.4,8489868,6942991.01183432,24.717100591716
"2484","Greece","1967","Total excluding LULUCF","CO2","MtCO₂e",23.1,1,22.1,4.5,8528026,6942991.01183432,24.717100591716
"2485","Greece","1968","Total excluding LULUCF","CO2","MtCO₂e",26.2,1,23.1,13.4,8569144,6942991.01183432,24.717100591716
"2486","Greece","1969","Total excluding LULUCF","CO2","MtCO₂e",29.8,1,26.2,13.7,8614035,6942991.01183432,24.717100591716
"2487","Greece","1970","Total excluding LULUCF","CO2","MtCO₂e",28,1,29.8,-6,8663568,6942991.01183432,24.717100591716
"2488","Greece","1971","Total excluding LULUCF","CO2","MtCO₂e",32,1,28,14.3,8716870,6942991.01183432,24.717100591716
"2489","Greece","1972","Total excluding LULUCF","CO2","MtCO₂e",36.2,1,32,13.1,8774512,6942991.01183432,24.717100591716
"2490","Greece","1973","Total excluding LULUCF","CO2","MtCO₂e",42.6,1,36.2,17.7,8840311,6942991.01183432,24.717100591716
"2491","Greece","1974","Total excluding LULUCF","CO2","MtCO₂e",41.9,1,42.6,-1.6,8919247,6942991.01183432,24.717100591716
"2492","Greece","1975","Total excluding LULUCF","CO2","MtCO₂e",44.4,1,41.9,6,9014091,6942991.01183432,24.717100591716
"2493","Greece","1976","Total excluding LULUCF","CO2","MtCO₂e",48.4,1,44.4,9,9127057,6942991.01183432,24.717100591716
"2494","Greece","1977","Total excluding LULUCF","CO2","MtCO₂e",52.7,1,48.4,8.9,9254979,6942991.01183432,24.717100591716
"2495","Greece","1978","Total excluding LULUCF","CO2","MtCO₂e",53.8,1,52.7,2.1,9388720,6942991.01183432,24.717100591716
"2496","Greece","1979","Total excluding LULUCF","CO2","MtCO₂e",57.8,1,53.8,7.4,9515743,6942991.01183432,24.717100591716
"2497","Greece","1980","Total excluding LULUCF","CO2","MtCO₂e",57.7,1,57.8,-0.2,9627004,6942991.01183432,24.717100591716
"2498","Greece","1981","Total excluding LULUCF","CO2","MtCO₂e",56.7,1,57.7,-1.7,9719839,6942991.01183432,24.717100591716
"2499","Greece","1982","Total excluding LULUCF","CO2","MtCO₂e",58,1,56.7,2.3,9796830,6942991.01183432,24.717100591716
"2500","Greece","1983","Total excluding LULUCF","CO2","MtCO₂e",61.4,1,58,5.9,9860734,6942991.01183432,24.717100591716
"2501","Greece","1984","Total excluding LULUCF","CO2","MtCO₂e",63.2,1,61.4,2.9,9916481,6942991.01183432,24.717100591716
"2502","Greece","1985","Total excluding LULUCF","CO2","MtCO₂e",66.9,1,63.2,5.9,9968233,6942991.01183432,24.717100591716
"2503","Greece","1986","Total excluding LULUCF","CO2","MtCO₂e",65.3,1,66.9,-2.4,10015122,6942991.01183432,24.717100591716
"2504","Greece","1987","Total excluding LULUCF","CO2","MtCO₂e",70.2,1,65.3,7.5,10057292,6942991.01183432,24.717100591716
"2505","Greece","1988","Total excluding LULUCF","CO2","MtCO₂e",75.1,1,70.2,7,10101349,6942991.01183432,24.717100591716
"2506","Greece","1989","Total excluding LULUCF","CO2","MtCO₂e",81.7,1,75.1,8.8,10155721,6942991.01183432,24.717100591716
"2507","Greece","1990","Total excluding LULUCF","CO2","MtCO₂e",83.6,1,81.7,2.3,10225990,6942991.01183432,24.717100591716
"2508","Greece","1991","Total excluding LULUCF","CO2","MtCO₂e",83.5,1,83.6,-0.1,10315109,6942991.01183432,24.717100591716
"2509","Greece","1992","Total excluding LULUCF","CO2","MtCO₂e",85.1,1,83.5,1.9,10420226,6942991.01183432,24.717100591716
"2510","Greece","1993","Total excluding LULUCF","CO2","MtCO₂e",84.5,1,85.1,-0.7,10533811,6942991.01183432,24.717100591716
"2511","Greece","1994","Total excluding LULUCF","CO2","MtCO₂e",86.6,1,84.5,2.5,10644939,6942991.01183432,24.717100591716
"2512","Greece","1995","Total excluding LULUCF","CO2","MtCO₂e",87.1,1,86.6,0.6,10745502,6942991.01183432,24.717100591716
"2513","Greece","1996","Total excluding LULUCF","CO2","MtCO₂e",89.2,1,87.1,2.4,10832139,6942991.01183432,24.717100591716
"2514","Greece","1997","Total excluding LULUCF","CO2","MtCO₂e",93.9,1,89.2,5.3,10906248,6942991.01183432,24.717100591716
"2515","Greece","1998","Total excluding LULUCF","CO2","MtCO₂e",98.7,1,93.9,5.1,10970121,6942991.01183432,24.717100591716
"2516","Greece","1999","Total excluding LULUCF","CO2","MtCO₂e",98,1,98.7,-0.7,11027899,6942991.01183432,24.717100591716
"2517","Greece","2000","Total excluding LULUCF","CO2","MtCO₂e",103,1,98,5.1,11082103,6942991.01183432,24.717100591716
"2518","Greece","2001","Total excluding LULUCF","CO2","MtCO₂e",105,1,103,1.9,11134447,6942991.01183432,24.717100591716
"2519","Greece","2002","Total excluding LULUCF","CO2","MtCO₂e",105,1,105,0,11182308,6942991.01183432,24.717100591716
"2520","Greece","2003","Total excluding LULUCF","CO2","MtCO₂e",109,1,105,3.8,11218879,6942991.01183432,24.717100591716
"2521","Greece","2004","Total excluding LULUCF","CO2","MtCO₂e",110,1,109,0.9,11234993,6942991.01183432,24.717100591716
"2522","Greece","2005","Total excluding LULUCF","CO2","MtCO₂e",114,1,110,3.6,11224800,6942991.01183432,24.717100591716
"2523","Greece","2006","Total excluding LULUCF","CO2","MtCO₂e",113,1,114,-0.9,11185231,6942991.01183432,24.717100591716
"2524","Greece","2007","Total excluding LULUCF","CO2","MtCO₂e",115,1,113,1.8,11120371,6942991.01183432,24.717100591716
"2525","Greece","2008","Total excluding LULUCF","CO2","MtCO₂e",111,1,115,-3.5,11040312,6942991.01183432,24.717100591716
"2526","Greece","2009","Total excluding LULUCF","CO2","MtCO₂e",104,1,111,-6.3,10959268,6942991.01183432,24.717100591716
"2527","Greece","2010","Total excluding LULUCF","CO2","MtCO₂e",97.4,1,104,-6.3,10887640,6942991.01183432,24.717100591716
"2528","Greece","2011","Total excluding LULUCF","CO2","MtCO₂e",94.6,1,97.4,-2.9,10829074,6942991.01183432,24.717100591716
"2529","Greece","2012","Total excluding LULUCF","CO2","MtCO₂e",91.5,1,94.6,-3.3,10781119,6942991.01183432,24.717100591716
"2530","Greece","2013","Total excluding LULUCF","CO2","MtCO₂e",81.8,1,91.5,-10.6,10740501,6942991.01183432,24.717100591716
"2531","Greece","2014","Total excluding LULUCF","CO2","MtCO₂e",78.7,1,81.8,-3.8,10701460,6942991.01183432,24.717100591716
"2532","Greece","2015","Total excluding LULUCF","CO2","MtCO₂e",75,1,78.7,-4.7,10659737,6942991.01183432,24.717100591716
"2533","Greece","2016","Total excluding LULUCF","CO2","MtCO₂e",71.4,1,75,-4.8,10615183,6942991.01183432,24.717100591716
"2534","Greece","2017","Total excluding LULUCF","CO2","MtCO₂e",74.9,1,71.4,4.9,10569449,6942991.01183432,24.717100591716
"2535","Greece","2018","Total excluding LULUCF","CO2","MtCO₂e",71.8,1,74.9,-4.1,10522244,6942991.01183432,24.717100591716
"2536","Bulgaria","1850","Total excluding LULUCF","CO2","MtCO₂e",0,1,0,0,2495877,5827069.27218935,23.7948520710059
"2537","Bulgaria","1851","Total excluding LULUCF","CO2","MtCO₂e",0,1,0,0,2502864,5827069.27218935,23.7948520710059
"2538","Bulgaria","1852","Total excluding LULUCF","CO2","MtCO₂e",0,1,0,0,2508488,5827069.27218935,23.7948520710059
"2539","Bulgaria","1853","Total excluding LULUCF","CO2","MtCO₂e",0,1,0,0,2512739,5827069.27218935,23.7948520710059
"2540","Bulgaria","1854","Total excluding LULUCF","CO2","MtCO₂e",0,1,0,0,2516997,5827069.27218935,23.7948520710059
"2541","Bulgaria","1855","Total excluding LULUCF","CO2","MtCO₂e",0,1,0,0,2521262,5827069.27218935,23.7948520710059
"2542","Bulgaria","1856","Total excluding LULUCF","CO2","MtCO₂e",0,1,0,0,2525535,5827069.27218935,23.7948520710059
"2543","Bulgaria","1857","Total excluding LULUCF","CO2","MtCO₂e",0,1,0,0,2529815,5827069.27218935,23.7948520710059
"2544","Bulgaria","1858","Total excluding LULUCF","CO2","MtCO₂e",0,1,0,0,2534102,5827069.27218935,23.7948520710059
"2545","Bulgaria","1859","Total excluding LULUCF","CO2","MtCO₂e",0,1,0,0,2538396,5827069.27218935,23.7948520710059
"2546","Bulgaria","1860","Total excluding LULUCF","CO2","MtCO₂e",0,1,0,0,2542698,5827069.27218935,23.7948520710059
"2547","Bulgaria","1861","Total excluding LULUCF","CO2","MtCO₂e",0,1,0,0,2547007,5827069.27218935,23.7948520710059
"2548","Bulgaria","1862","Total excluding LULUCF","CO2","MtCO₂e",0,1,0,0,2551323,5827069.27218935,23.7948520710059
"2549","Bulgaria","1863","Total excluding LULUCF","CO2","MtCO₂e",0,1,0,0,2555647,5827069.27218935,23.7948520710059
"2550","Bulgaria","1864","Total excluding LULUCF","CO2","MtCO₂e",0,1,0,0,2559978,5827069.27218935,23.7948520710059
"2551","Bulgaria","1865","Total excluding LULUCF","CO2","MtCO₂e",0,1,0,0,2564316,5827069.27218935,23.7948520710059
"2552","Bulgaria","1866","Total excluding LULUCF","CO2","MtCO₂e",0,1,0,0,2568662,5827069.27218935,23.7948520710059
"2553","Bulgaria","1867","Total excluding LULUCF","CO2","MtCO₂e",0,1,0,0,2573015,5827069.27218935,23.7948520710059
"2554","Bulgaria","1868","Total excluding LULUCF","CO2","MtCO₂e",0,1,0,0,2577375,5827069.27218935,23.7948520710059
"2555","Bulgaria","1869","Total excluding LULUCF","CO2","MtCO₂e",0,1,0,0,2588338,5827069.27218935,23.7948520710059
"2556","Bulgaria","1870","Total excluding LULUCF","CO2","MtCO₂e",0,1,0,0,2606011,5827069.27218935,23.7948520710059
"2557","Bulgaria","1871","Total excluding LULUCF","CO2","MtCO₂e",0,1,0,0,2630500,5827069.27218935,23.7948520710059
"2558","Bulgaria","1872","Total excluding LULUCF","CO2","MtCO₂e",0,1,0,0,2661916,5827069.27218935,23.7948520710059
"2559","Bulgaria","1873","Total excluding LULUCF","CO2","MtCO₂e",0,1,0,0,2700370,5827069.27218935,23.7948520710059
"2560","Bulgaria","1874","Total excluding LULUCF","CO2","MtCO₂e",0,1,0,0,2739380,5827069.27218935,23.7948520710059
"2561","Bulgaria","1875","Total excluding LULUCF","CO2","MtCO₂e",0,1,0,0,2778953,5827069.27218935,23.7948520710059
"2562","Bulgaria","1876","Total excluding LULUCF","CO2","MtCO₂e",0,1,0,0,2819098,5827069.27218935,23.7948520710059
"2563","Bulgaria","1877","Total excluding LULUCF","CO2","MtCO₂e",0,1,0,0,2859823,5827069.27218935,23.7948520710059
"2564","Bulgaria","1878","Total excluding LULUCF","CO2","MtCO₂e",0,1,0,0,2901137,5827069.27218935,23.7948520710059
"2565","Bulgaria","1879","Total excluding LULUCF","CO2","MtCO₂e",0,1,0,0,2943047,5827069.27218935,23.7948520710059
"2566","Bulgaria","1880","Total excluding LULUCF","CO2","MtCO₂e",0,1,0,0,2985562,5827069.27218935,23.7948520710059
"2567","Bulgaria","1881","Total excluding LULUCF","CO2","MtCO₂e",0.2,1,0,0,3028692,5827069.27218935,23.7948520710059
"2568","Bulgaria","1882","Total excluding LULUCF","CO2","MtCO₂e",0.2,1,0.2,0,3072444,5827069.27218935,23.7948520710059
"2569","Bulgaria","1883","Total excluding LULUCF","CO2","MtCO₂e",0.4,1,0.2,100,3116829,5827069.27218935,23.7948520710059
"2570","Bulgaria","1884","Total excluding LULUCF","CO2","MtCO₂e",0.6,1,0.4,50,3161855,5827069.27218935,23.7948520710059
"2571","Bulgaria","1885","Total excluding LULUCF","CO2","MtCO₂e",0.4,1,0.6,-33.3,3207531,5827069.27218935,23.7948520710059
"2572","Bulgaria","1886","Total excluding LULUCF","CO2","MtCO₂e",0.4,1,0.4,0,3253868,5827069.27218935,23.7948520710059
"2573","Bulgaria","1887","Total excluding LULUCF","CO2","MtCO₂e",0.6,1,0.4,50,3300873,5827069.27218935,23.7948520710059
"2574","Bulgaria","1888","Total excluding LULUCF","CO2","MtCO₂e",1,1,0.6,66.7,3348558,5827069.27218935,23.7948520710059
"2575","Bulgaria","1889","Total excluding LULUCF","CO2","MtCO₂e",1.4,1,1,40,3397349,5827069.27218935,23.7948520710059
"2576","Bulgaria","1890","Total excluding LULUCF","CO2","MtCO₂e",0.94,1,1.4,-32.9,3447267,5827069.27218935,23.7948520710059
"2577","Bulgaria","1891","Total excluding LULUCF","CO2","MtCO₂e",0.95,1,0.94,1.1,3498337,5827069.27218935,23.7948520710059
"2578","Bulgaria","1892","Total excluding LULUCF","CO2","MtCO₂e",0.96,1,0.95,1.1,3550580,5827069.27218935,23.7948520710059
"2579","Bulgaria","1893","Total excluding LULUCF","CO2","MtCO₂e",0.97,1,0.96,1,3604021,5827069.27218935,23.7948520710059
"2580","Bulgaria","1894","Total excluding LULUCF","CO2","MtCO₂e",0.99,1,0.97,2.1,3658267,5827069.27218935,23.7948520710059
"2581","Bulgaria","1895","Total excluding LULUCF","CO2","MtCO₂e",1,1,0.99,1,3713329,5827069.27218935,23.7948520710059
"2582","Bulgaria","1896","Total excluding LULUCF","CO2","MtCO₂e",1.02,1,1,2,3769219,5827069.27218935,23.7948520710059
"2583","Bulgaria","1897","Total excluding LULUCF","CO2","MtCO₂e",1.02,1,1.02,0,3825951,5827069.27218935,23.7948520710059
"2584","Bulgaria","1898","Total excluding LULUCF","CO2","MtCO₂e",1.06,1,1.02,3.9,3883537,5827069.27218935,23.7948520710059
"2585","Bulgaria","1899","Total excluding LULUCF","CO2","MtCO₂e",1.06,1,1.06,0,3939787,5827069.27218935,23.7948520710059
"2586","Bulgaria","1900","Total excluding LULUCF","CO2","MtCO₂e",1.13,1,1.06,6.6,3994654,5827069.27218935,23.7948520710059
"2587","Bulgaria","1901","Total excluding LULUCF","CO2","MtCO₂e",1.18,1,1.13,4.4,4048091,5827069.27218935,23.7948520710059
"2588","Bulgaria","1902","Total excluding LULUCF","CO2","MtCO₂e",1.16,1,1.18,-1.7,4100048,5827069.27218935,23.7948520710059
"2589","Bulgaria","1903","Total excluding LULUCF","CO2","MtCO₂e",1.16,1,1.16,0,4150474,5827069.27218935,23.7948520710059
"2590","Bulgaria","1904","Total excluding LULUCF","CO2","MtCO₂e",1.23,1,1.16,6,4201521,5827069.27218935,23.7948520710059
"2591","Bulgaria","1905","Total excluding LULUCF","CO2","MtCO₂e",1.29,1,1.23,4.9,4253195,5827069.27218935,23.7948520710059
"2592","Bulgaria","1906","Total excluding LULUCF","CO2","MtCO₂e",1.26,1,1.29,-2.3,4305504,5827069.27218935,23.7948520710059
"2593","Bulgaria","1907","Total excluding LULUCF","CO2","MtCO₂e",1.4,1,1.26,11.1,4358457,5827069.27218935,23.7948520710059
"2594","Bulgaria","1908","Total excluding LULUCF","CO2","MtCO₂e",1.54,1,1.4,10,4412062,5827069.27218935,23.7948520710059
"2595","Bulgaria","1909","Total excluding LULUCF","CO2","MtCO₂e",1.55,1,1.54,0.6,4465685,5827069.27218935,23.7948520710059
"2596","Bulgaria","1910","Total excluding LULUCF","CO2","MtCO₂e",1.58,1,1.55,1.9,4519321,5827069.27218935,23.7948520710059
"2597","Bulgaria","1911","Total excluding LULUCF","CO2","MtCO₂e",1.84,1,1.58,16.5,4572962,5827069.27218935,23.7948520710059
"2598","Bulgaria","1912","Total excluding LULUCF","CO2","MtCO₂e",1.84,1,1.84,0,4626600,5827069.27218935,23.7948520710059
"2599","Bulgaria","1913","Total excluding LULUCF","CO2","MtCO₂e",1.73,1,1.84,-6,4680227,5827069.27218935,23.7948520710059
"2600","Bulgaria","1914","Total excluding LULUCF","CO2","MtCO₂e",2.11,1,1.73,22,4734477,5827069.27218935,23.7948520710059
"2601","Bulgaria","1915","Total excluding LULUCF","CO2","MtCO₂e",1.71,1,2.11,-19,4789354,5827069.27218935,23.7948520710059
"2602","Bulgaria","1916","Total excluding LULUCF","CO2","MtCO₂e",1.86,1,1.71,8.8,4844868,5827069.27218935,23.7948520710059
"2603","Bulgaria","1917","Total excluding LULUCF","CO2","MtCO₂e",2.07,1,1.86,11.3,4901026,5827069.27218935,23.7948520710059
"2604","Bulgaria","1918","Total excluding LULUCF","CO2","MtCO₂e",2.34,1,2.07,13,4957824,5827069.27218935,23.7948520710059
"2605","Bulgaria","1919","Total excluding LULUCF","CO2","MtCO₂e",1.79,1,2.34,-23.5,5021176,5827069.27218935,23.7948520710059
"2606","Bulgaria","1920","Total excluding LULUCF","CO2","MtCO₂e",2.04,1,1.79,14,5091263,5827069.27218935,23.7948520710059
"2607","Bulgaria","1921","Total excluding LULUCF","CO2","MtCO₂e",2.3,1,2.04,12.7,5168265,5827069.27218935,23.7948520710059
"2608","Bulgaria","1922","Total excluding LULUCF","CO2","MtCO₂e",2.45,1,2.3,6.5,5252369,5827069.27218935,23.7948520710059
"2609","Bulgaria","1923","Total excluding LULUCF","CO2","MtCO₂e",2.55,1,2.45,4.1,5343766,5827069.27218935,23.7948520710059
"2610","Bulgaria","1924","Total excluding LULUCF","CO2","MtCO₂e",2.79,1,2.55,9.4,5436753,5827069.27218935,23.7948520710059
"2611","Bulgaria","1925","Total excluding LULUCF","CO2","MtCO₂e",2.78,1,2.79,-0.4,5531358,5827069.27218935,23.7948520710059
"2612","Bulgaria","1926","Total excluding LULUCF","CO2","MtCO₂e",2.77,1,2.78,-0.4,5627610,5827069.27218935,23.7948520710059
"2613","Bulgaria","1927","Total excluding LULUCF","CO2","MtCO₂e",2.82,1,2.77,1.8,5725537,5827069.27218935,23.7948520710059
"2614","Bulgaria","1928","Total excluding LULUCF","CO2","MtCO₂e",3.18,1,2.82,12.8,5825167,5827069.27218935,23.7948520710059
"2615","Bulgaria","1929","Total excluding LULUCF","CO2","MtCO₂e",3.53,1,3.18,11,5917763,5827069.27218935,23.7948520710059
